Actual,Predicted
12.81970662077468,23.87123
25.36906876541217,22.122295
23.88235268667399,24.056086
32.96366127975875,28.475641
28.91946606842223,23.053715
20.04220462509972,18.345514
16.782652531461657,21.311743
12.44525403697632,23.300055
29.33147815167558,25.245335
29.246787866726383,23.649021
10.410740739786856,24.050734
28.2982569420384,23.042067
24.37475818185286,25.409857
12.89258083317734,17.18812
16.3572032569336,25.889357
25.95975264442372,22.713705
29.07850575636982,20.53299
10.283878212804812,25.719156
22.26372636984832,16.801737
10.61370291309944,22.113914
20.360950630713027,24.267782
34.85582708051905,22.803717
31.07302780318713,22.198162
13.507900448085486,23.600212
17.189384571439287,22.340487
21.15338781648005,17.272264
29.842442583935515,32.0728
30.341966242546587,22.031393
23.025915155103235,23.725382
13.422506792139972,21.56277
32.979275018094995,22.552229
29.71170967561104,23.281815
28.945602692272264,25.227064
26.571411963928,32.893517
32.871577195834575,32.23971
30.97972805646631,23.532158
24.205439841746127,23.575054
33.05746259168619,30.29961
27.38175014761715,20.422022
34.54660542533256,23.43848
16.791319190153647,16.777832
31.108175349570555,21.80188
31.41418669173253,25.608194
23.04620804375179,23.294538
10.46974501090888,17.483345
16.91624325522974,20.620733
14.756512723083311,21.121223
16.347916674729724,23.910046
26.68036766966687,22.288727
13.646029146771268,26.327734
11.463373055888969,21.708265
33.60081166070248,24.82117
16.699717062610503,24.493517
27.664367656824474,23.840572
33.73199750107855,30.82304
10.016605464755113,17.755735
20.58969091785761,22.445412
22.165152282036463,21.542414
28.540077678808093,28.477587
30.154849726152143,22.25955
28.18867478328824,22.50225
20.09481851668336,24.34975
27.313289751944147,20.6914
11.567221550591016,16.423164
25.53696003749409,29.90605
17.070921304402074,23.775482
11.470218023361552,20.962214
11.447731922406506,24.940626
33.379012801945635,22.714478
29.33636678804781,24.610895
10.82363621328081,15.169225
34.05058133389309,24.59083
27.990503946057203,20.581322
27.79676127233305,24.112843
24.98953365934988,22.242247
27.610038485029342,24.151508
19.885268022966045,21.535393
28.71639302457849,23.624397
18.42872784162379,23.3694
16.81092238664906,20.509209
27.033258968505866,22.227005
15.598117201509504,16.6203
18.32680086185797,18.906113
12.41778155480054,21.701214
16.348541064875647,22.61266
25.84994244361652,22.72453
29.35118331746597,22.799791
17.158238671836227,15.96762
31.94045943462441,22.368511
20.617136718787656,24.18887
22.9747480096608,21.220186
11.072654760063957,17.538004
20.035698732638,21.075289
16.03892600099796,23.89563
29.114049358942715,19.810373
12.62736735622498,22.948391
18.223843997974576,22.179638
10.226499988059622,16.92142
12.761927774793618,22.552448
10.116370920929588,17.391388
18.82687401304021,23.37982
34.49905815855773,19.930662
24.74774940886428,22.313026
30.12057412474305,26.610552
13.509598944983672,22.71908
20.87854966290824,24.655886
19.81689191367736,17.202013
33.52375824695346,24.709358
16.34106310642057,23.07023
13.75874392178426,18.425222
15.96033202310145,23.439966
10.980263480347428,16.519434
29.368690354812465,21.349058
15.625039866929052,23.128098
11.653736552923869,22.90891
26.408239736631835,21.764193
26.1799163473509,23.522097
29.53699000586653,21.427557
10.182025348528123,20.68913
24.5059467715865,22.916113
20.52275339342728,22.004393
10.426017951195067,27.830551
20.53183490791027,23.16705
17.2519401802611,18.280197
27.34891027336369,29.158958
31.18269220834337,23.707184
19.84074364593188,21.881718
18.633792017422568,25.228405
17.167917076009857,17.201336
25.55961071415012,22.914577
25.004610599536,22.749062
24.579820774763206,16.15205
17.357910223843383,21.864248
10.884060893887272,27.446518
20.58874542038493,23.132006
30.18909510399684,22.83903
10.356287878757398,25.573748
10.75481933171779,23.553808
33.71350752822103,29.005098
25.76119842166978,22.08694
15.67822042248309,26.386036
16.83371841349677,20.78306
32.16708052118631,29.697727
14.369300104023498,22.726305
18.63764140890836,23.492004
16.091946882030804,21.162346
16.93350678263109,22.307411
17.51009207896218,17.613543
34.36968151836775,27.689247
12.132773077967585,21.965128
17.314271173690024,23.227077
18.855620545681568,17.288095
33.34615903683286,27.367071
25.849673032647686,21.774824
20.43332855156489,23.669804
32.31599507618304,23.179758
20.148558049207093,18.863214
24.65269854352862,18.75911
29.513229407161383,20.1993
16.210336627074277,18.306484
30.23412428722996,22.87481
14.062323366909371,21.359518
12.456247836300918,21.675491
10.87768427067864,24.101751
12.938648518901587,21.976967
32.52905426622904,22.563421
26.81455778241304,23.464817
22.7451799155396,23.149038
20.807037029532463,21.17132
28.77580748837297,24.885992
23.22935674281641,24.25277
32.17828858578519,21.850773
33.841892410682824,27.734049
17.07017406441024,23.69616
31.22571587339157,20.604921
14.225635153229032,21.887617
16.195966174769243,23.004827
12.805607895707212,22.381067
12.647653872055804,22.166973
28.24028457588382,22.813309
20.378131370794847,17.725115
28.98625628644107,20.406574
12.763057351316514,21.783266
14.900018857018477,24.776182
25.12607542026181,30.887589
26.13860736448735,23.186575
24.703941762279293,22.03184
12.56034396131041,22.259785
25.770795210245097,21.785013
